Id,Epoch:0,Epoch:1,Epoch:2,Epoch:3,Epoch:4,Epoch:5,Epoch:6,Epoch:7
58,-0.0112,-0.0112,-0.0112,-0.0112,-0.0112,-0.0112,-0.0112,-0.0112
59,-0.0744,-0.0744,-0.0744,-0.0744,-0.0744,-0.0744,-0.0744,-0.0744
60,0.0173,0.0173,0.0173,0.0173,0.0173,0.0173,0.0173,0.0173
61,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299,0.0299
62,-0.0558,-0.0558,-0.0558,-0.0558,-0.0558,-0.0558,-0.0558,-0.0558
63,-0.0864,-0.0864,-0.0864,-0.0864,-0.0864,-0.0864,-0.0864,-0.0864
64,0.0425,0.0425,0.0735,0.0869,0.0944,0.1572,0.1587,0.1618
65,-0.0111,-0.0111,-0.0111,-0.0111,-0.0111,-0.0111,-0.0111,-0.0111
66,-0.0611,-0.0611,-0.0301,-0.0166,-0.0091,0.0827,0.0936,0.1115
67,-0.0457,-0.0457,-0.0457,-0.0457,-0.0457,-0.0457,-0.0457,-0.0457
68,-0.0182,-0.0182,0.0127,0.0563,0.0915,0.248,0.2739,0.3036
69,-0.0019,-0.0754,-0.0972,-0.0987,-0.1009,-0.2141,-0.2148,-0.2314
70,-0.0209,0.0256,0.0673,0.14,0.1783,0.4415,0.4685,0.4948
71,-0.0191,-0.0913,-0.113,-0.1314,-0.1562,-0.3155,-0.3094,-0.2987
72,0.0757,0.1536,0.2295,0.3137,0.3746,0.717,0.7421,0.7524
73,0.0064,-0.0632,-0.1077,-0.1616,-0.196,-0.4341,-0.4248,-0.4063
74,0.0605,0.1345,0.2317,0.3259,0.3931,0.7799,0.8091,0.8345
75,-0.0973,-0.1546,-0.2194,-0.2656,-0.3038,-0.5299,-0.5205,-0.5057
76,-0.0568,0.0276,0.1574,0.259,0.317,0.7671,0.8261,0.8633
77,0.0011,-0.0444,-0.0948,-0.1149,-0.1231,-0.2256,-0.1866,-0.15
78,-0.0138,0.0491,0.2103,0.3436,0.4448,0.9395,0.9687,0.9885
79,-0.1003,-0.1547,-0.1662,-0.1673,-0.1538,-0.1779,-0.1299,-0.0793
80,-0.0905,-0.0247,0.168,0.3321,0.4514,1.0753,1.1074,1.1362
81,-0.0411,-0.1071,-0.1291,-0.1564,-0.1804,-0.3201,-0.2989,-0.2961
82,-0.0692,0.0095,0.2185,0.3786,0.494,1.099,1.1083,1.1106
83,-0.0343,-0.0937,-0.0888,-0.0825,-0.0887,-0.1024,-0.0406,0.0048
84,0.0181,0.0094,0.1276,0.2395,0.2671,0.5016,0.4391,0.3835
85,-0.0873,-0.0992,-0.0584,-0.0079,0.0369,0.2274,0.2839,0.3294
86,0.0002,0.0096,0.1285,0.2317,0.2928,0.586,0.562,0.5397
87,-0.0965,-0.0567,0.0072,0.0733,0.1398,0.3998,0.4091,0.3964
88,0.0111,0.0832,0.2738,0.4188,0.5268,1.0617,1.0649,1.0337
89,-0.0256,0.0488,0.1209,0.1838,0.2372,0.5507,0.5548,0.5704
90,-0.0622,0.097,0.2757,0.4068,0.4947,1.1064,1.1491,1.1591
91,0.0647,0.0853,0.1142,0.1352,0.1514,0.266,0.2441,0.2295
92,-0.0621,0.0849,0.2189,0.3398,0.4265,0.9694,1.0255,1.0508
93,-0.0433,-0.042,-0.029,-0.0021,0.0211,0.0646,0.015,-0.0289
94,-0.0579,0.0455,0.1264,0.212,0.2579,0.6531,0.6915,0.7275
95,0.0116,0.0116,0.0116,0.0116,0.0116,0.0048,-0.0743,-0.1066
96,0.0333,0.0776,0.1565,0.2025,0.2456,0.5228,0.5626,0.6057
97,-0.0315,-0.0315,-0.0315,-0.0315,-0.0315,-0.0315,-0.0756,-0.1066
98,-0.0194,0.0416,0.0997,0.117,0.1513,0.357,0.3854,0.4181
99,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,-0.0268,-0.0572
100,-0.0074,0.0226,0.0638,0.0749,0.0838,0.1887,0.1897,0.1919
101,-0.0858,-0.0858,-0.0858,-0.0858,-0.0858,-0.0858,-0.0858,-0.0858
102,0.0806,0.0806,0.0806,0.0806,0.0806,0.0806,0.0806,0.0806
103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
104,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752,0.0752
105,-0.0549,-0.0549,-0.0549,-0.0549,-0.0549,-0.0549,-0.0549,-0.0549
106,-0.0783,-0.0783,-0.0783,-0.0783,-0.0783,-0.0783,-0.0783,-0.0783
107,-0.0866,-0.0866,-0.0866,-0.0866,-0.0866,-0.0866,-0.0866,-0.0866
108,0.0359,0.0359,0.0359,0.0359,0.0359,0.0359,0.0359,0.0359
109,-0.0557,-0.0557,-0.0557,-0.0557,-0.0557,-0.0557,-0.0557,-0.0557
110,0.0254,0.0254,0.0254,0.0254,0.0254,0.0254,0.0254,0.0254
111,0.0173,0.0173,0.0173,0.0173,0.0173,0.0173,0.0173,0.0173
112,0.0413,0.0413,0.0413,0.0413,0.0413,0.0413,0.0413,0.0413
113,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008
114,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
115,-0.0813,-0.0813,-0.0813,-0.0813,-0.0813,-0.0813,-0.0813,-0.0813
116,0.0718,0.0718,0.1029,0.1293,0.1542,0.2448,0.2613,0.2924
117,-0.0249,-0.0249,-0.0249,-0.0249,-0.0249,-0.0249,-0.0249,-0.0249
118,0.0574,0.0768,0.0975,0.1269,0.1507,0.2682,0.2865,0.2986
119,-0.0796,-0.0796,-0.0796,-0.0796,-0.0796,-0.0796,-0.1058,-0.0743
120,0.0264,0.082,0.1433,0.1781,0.2085,0.411,0.4231,0.4499
121,-0.0825,-0.112,-0.1339,-0.1538,-0.1719,-0.287,-0.3119,-0.3079
122,-0.0697,-0.0659,-0.0437,-0.0426,-0.0435,0.0341,0.0551,0.0678
123,-0.0666,-0.0828,-0.1143,-0.1417,-0.1577,-0.2899,-0.3193,-0.3252
124,-0.0921,-0.0899,-0.0517,0.0136,0.0763,0.31,0.3547,0.397
125,0.0088,-0.047,-0.0805,-0.1093,-0.1372,-0.3332,-0.3406,-0.3457
126,-0.0532,-0.0111,0.0775,0.1825,0.2769,0.6824,0.729,0.7739
127,-0.0577,-0.1606,-0.2178,-0.2459,-0.2759,-0.5288,-0.5093,-0.4866
128,-0.0415,0.0675,0.204,0.3337,0.4401,0.98,0.9857,0.9858
129,-0.0981,-0.2123,-0.2812,-0.3337,-0.3737,-0.676,-0.6388,-0.599
130,-0.096,-0.0349,0.109,0.222,0.286,0.6772,0.65,0.6027
131,-0.0021,-0.086,-0.1355,-0.1677,-0.2,-0.3938,-0.3543,-0.314
132,-0.0766,0.0148,0.2385,0.3794,0.464,1.023,1.0096,0.9889
133,-0.0127,-0.1524,-0.2525,-0.2969,-0.3307,-0.6206,-0.5677,-0.5156
134,-0.1516,-0.0109,0.2816,0.4218,0.5269,1.1583,1.0821,1.0215
135,-0.1422,-0.2835,-0.3709,-0.3897,-0.3935,-0.5887,-0.5107,-0.4427
136,-0.1738,0.0195,0.2882,0.4324,0.5458,1.2239,1.1644,1.112
137,-0.1546,-0.2929,-0.3518,-0.3813,-0.3946,-0.5635,-0.4794,-0.4158
138,-0.0779,0.1352,0.3638,0.5086,0.6095,1.2514,1.211,1.1749
139,-0.1627,-0.3108,-0.352,-0.3671,-0.3781,-0.5079,-0.4429,-0.3858
140,-0.1152,0.113,0.3364,0.466,0.5478,1.1003,1.0138,0.9475
141,-0.147,-0.2546,-0.2555,-0.2297,-0.2181,-0.1773,-0.1193,-0.0586
142,-0.1272,0.1503,0.3609,0.4741,0.5468,1.0852,0.9673,0.8711
143,-0.1917,-0.2513,-0.2143,-0.1656,-0.1403,-0.0121,0.0198,0.0451
144,-0.1761,0.15,0.3723,0.5114,0.6201,1.3691,1.3202,1.2812
145,-0.124,-0.1401,-0.0741,-0.0033,0.043,0.2775,0.2884,0.281
146,-0.193,0.1859,0.4077,0.5756,0.7113,1.5881,1.5583,1.5316
147,-0.0294,-0.0882,-0.0628,-0.0254,0.0048,0.1395,0.1731,0.1892
148,-0.1054,0.2522,0.452,0.5998,0.719,1.5521,1.5278,1.5168
149,-0.1075,-0.204,-0.2084,-0.2054,-0.1864,-0.1635,-0.1049,-0.0683
150,-0.2453,0.0227,0.1713,0.2751,0.3583,1.0134,1.0239,1.0344
151,-0.0881,-0.1685,-0.2009,-0.2235,-0.2308,-0.3311,-0.2908,-0.2633
152,-0.1582,0.0515,0.2049,0.2673,0.3524,0.9272,0.9513,0.9814
153,-0.009,-0.0615,-0.1208,-0.1624,-0.1874,-0.3532,-0.3155,-0.2845
154,-0.0824,0.0432,0.2272,0.2921,0.3882,0.9664,1.0137,1.0615
155,-0.0396,-0.0789,-0.1581,-0.2011,-0.2407,-0.4209,-0.3867,-0.3568
156,-0.0337,0.0489,0.1904,0.2613,0.3783,0.8468,0.8958,0.9351
157,-0.0984,-0.1412,-0.2357,-0.2716,-0.3178,-0.5254,-0.5192,-0.5182
158,-0.0237,0.0226,0.0752,0.1071,0.1704,0.3908,0.4234,0.4527
159,0.0116,-0.0086,-0.0292,-0.049,-0.0632,-0.1169,-0.1037,-0.0853
160,-0.0437,-0.0221,-0.0352,-0.0457,-0.0146,0.0128,0.0397,0.06
161,-0.0874,-0.1094,-0.0996,-0.0867,-0.0706,-0.0261,-0.0003,0.0298
162,-0.0388,-0.0449,-0.0706,-0.0997,-0.0894,-0.1384,-0.1127,-0.0943
163,-0.0776,-0.0776,-0.0465,-0.0179,0.0061,0.1222,0.1496,0.1772
164,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329,0.0329
165,-0.0758,-0.0758,-0.0758,-0.0758,-0.0758,-0.0758,-0.0758,-0.0758
166,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044
167,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132
168,-0.0638,-0.0638,-0.0638,-0.0638,-0.0638,-0.0638,-0.0638,-0.0638
169,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226
170,-0.0713,-0.0713,-0.0713,-0.0713,-0.0713,-0.0713,-0.0713,-0.0713
171,0.0221,0.0221,0.0221,0.0221,0.0221,0.0221,0.0221,0.0221
172,-0.0443,-0.0647,-0.0621,-0.0457,-0.0415,-0.0601,-0.0788,-0.0795
173,0.095,0.1427,0.1678,0.2018,0.2435,0.3921,0.4277,0.4574
174,0.0034,0.0134,0.026,0.0735,0.1056,0.2251,0.2691,0.2931
175,0.0037,0.0342,0.0601,0.0867,0.1133,0.2221,0.2351,0.2965
176,-0.0669,-0.0356,-0.0036,0.0427,0.0848,0.2785,0.3297,0.3643
177,0.0203,-0.0355,-0.0771,-0.1137,-0.1517,-0.3563,-0.3915,-0.4122
178,0.0293,0.0379,0.0401,0.0327,0.0423,0.0778,0.0832,0.0743
179,0.0511,0.093,0.0992,0.0864,0.0713,0.0559,0.0351,0.0423
180,0.0016,-0.0136,-0.0096,0.0209,0.0569,0.1579,0.186,0.2088
181,0.1431,0.1548,0.1806,0.1818,0.1649,0.1426,0.1204,0.1085
182,0.0336,0.0711,0.1138,0.144,0.1781,0.3538,0.3545,0.3621
183,0.0804,0.0758,0.0868,0.0898,0.0809,0.0345,0.0295,0.0317
184,-0.1101,-0.0413,0.0477,0.0987,0.1345,0.4075,0.3788,0.3545
185,0.1499,0.1445,0.1566,0.1394,0.1199,0.042,0.0402,0.0425
186,-0.0564,0.0052,0.1088,0.1524,0.1694,0.3631,0.3099,0.2521
187,0.2269,0.2382,0.231,0.2271,0.2127,0.1646,0.1721,0.1791
188,-0.0979,0.014,0.1409,0.17,0.1759,0.3791,0.3219,0.2841
189,0.0985,0.108,0.0995,0.1247,0.1325,0.1628,0.1836,0.2003
190,-0.0092,0.1488,0.2886,0.289,0.2837,0.4719,0.3912,0.3465
191,0.1769,0.1638,0.1459,0.1662,0.1735,0.154,0.1627,0.1629
192,0.063,0.2433,0.3422,0.3332,0.3125,0.4225,0.3425,0.2987
193,0.115,0.1219,0.1463,0.1849,0.2105,0.3153,0.3367,0.3423
194,0.0556,0.2239,0.3005,0.2861,0.2628,0.3363,0.2897,0.2768
195,0.1892,0.1897,0.2097,0.2411,0.254,0.3197,0.3172,0.3078
196,0.0312,0.1696,0.2236,0.2119,0.2062,0.239,0.198,0.1917
197,0.0911,0.1148,0.1136,0.136,0.1394,0.1702,0.1508,0.1391
198,-0.0767,0.081,0.1114,0.1147,0.1124,0.1746,0.1364,0.1303
199,0.0603,0.0949,0.0777,0.0889,0.1002,0.1133,0.1003,0.0921
200,-0.1167,0.067,0.0962,0.1002,0.0845,0.1554,0.1172,0.1165
201,0.0376,0.0525,0.021,0.0167,0.0243,0.0542,0.0661,0.0733
202,-0.1606,0.044,0.0837,0.0992,0.0927,0.1873,0.1333,0.1196
203,0.0581,-0.0102,-0.0678,-0.0932,-0.0981,-0.1336,-0.0984,-0.0728
204,-0.1805,0.0038,0.0727,0.1124,0.1216,0.2681,0.1985,0.1691
205,0.1074,0.0111,-0.0617,-0.1119,-0.123,-0.2142,-0.1613,-0.1176
206,-0.163,-0.0102,0.0837,0.1278,0.142,0.3304,0.2745,0.2448
207,0.0764,-0.0042,-0.0935,-0.1691,-0.2038,-0.3555,-0.3099,-0.2661
208,-0.1883,-0.0845,0.013,0.0373,0.0435,0.2153,0.179,0.1638
209,-0.028,-0.0949,-0.1824,-0.2473,-0.2713,-0.4041,-0.3539,-0.3038
210,-0.1634,-0.0609,0.0517,0.0576,0.0547,0.2486,0.1949,0.1541
211,0.0009,-0.055,-0.1301,-0.1756,-0.1971,-0.2803,-0.2193,-0.1608
212,-0.2109,-0.1607,-0.0652,-0.0524,-0.0298,0.1339,0.0726,0.0181
213,-0.0468,-0.1513,-0.2639,-0.3394,-0.415,-0.7201,-0.6814,-0.6353
214,-0.1076,-0.0512,0.0407,0.0879,0.1589,0.4281,0.4158,0.4052
215,-0.1105,-0.2218,-0.3213,-0.4141,-0.5107,-0.8369,-0.7882,-0.7314
216,-0.1368,-0.117,-0.0424,-0.0099,0.0446,0.2298,0.2258,0.2272
217,-0.0366,-0.1256,-0.1981,-0.2607,-0.3247,-0.5514,-0.4931,-0.4268
218,0.0318,-0.0092,-0.0064,-0.023,-0.0062,-0.0593,-0.0594,-0.0557
219,-0.0024,-0.0432,-0.0545,-0.0643,-0.0706,-0.0768,-0.0261,0.0262
220,-0.0537,-0.0236,0.0064,0.0245,0.0465,0.1602,0.1849,0.2034
221,-0.0186,-0.0485,-0.0784,-0.1,-0.1275,-0.235,-0.2516,-0.2607
222,-0.0168,-0.0168,-0.0168,-0.0168,-0.0168,-0.0168,-0.0168,-0.0168
223,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006,-0.006
224,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132
225,-0.0248,-0.0248,-0.0248,-0.0248,-0.0248,-0.0248,-0.0248,-0.0248
226,0.0586,0.0862,0.1124,0.1391,0.1643,0.2944,0.3189,0.3476
227,0.0202,0.01,-0.0081,-0.0287,-0.055,-0.1524,-0.1774,-0.2078
228,-0.0325,-0.0333,-0.0482,-0.1078,-0.1657,-0.3156,-0.3485,-0.3783
229,0.1075,0.1813,0.2232,0.2797,0.3398,0.5797,0.6279,0.6728
230,0.0916,0.0749,0.0469,0.0499,0.05,-0.0048,-0.0032,0.0101
231,0.1359,0.2041,0.2642,0.3216,0.3788,0.6562,0.7003,0.7496
232,0.0538,0.054,0.0495,0.0487,0.0386,0.0503,0.0537,0.0623
233,0.1009,0.085,0.0779,0.0561,0.0383,-0.0895,-0.1292,-0.1679
234,-0.0093,-0.0131,-0.0334,-0.0525,-0.0537,-0.0933,-0.0991,-0.1052
235,0.0707,0.1053,0.1045,0.0876,0.0536,-0.0093,-0.0372,-0.0541
236,0.0709,0.054,0.0215,0.0116,0.0106,-0.0411,-0.0442,-0.0322
237,0.0915,0.173,0.239,0.2748,0.2892,0.448,0.433,0.4214
238,0.0413,0.0695,0.0874,0.0923,0.0961,0.1632,0.1446,0.1474
239,0.172,0.2667,0.3417,0.3842,0.4121,0.595,0.5821,0.568
240,0.135,0.1808,0.2221,0.2517,0.2792,0.422,0.3899,0.371
241,0.1911,0.2729,0.3214,0.3348,0.3395,0.4102,0.398,0.3829
242,0.0659,0.1404,0.2025,0.2334,0.257,0.4213,0.3935,0.3791
243,0.2639,0.3695,0.4262,0.4623,0.4847,0.6322,0.6177,0.6044
244,0.2152,0.3062,0.3777,0.3975,0.4147,0.5735,0.5556,0.5577
245,0.3033,0.3965,0.4489,0.4917,0.521,0.6443,0.6191,0.5948
246,0.1351,0.2202,0.2832,0.2779,0.2806,0.3708,0.3537,0.3568
247,0.3221,0.4116,0.457,0.4998,0.5316,0.6285,0.5954,0.5689
248,0.1105,0.178,0.236,0.2639,0.2875,0.3927,0.3998,0.4193
249,0.2634,0.3413,0.3846,0.4257,0.4569,0.5428,0.5058,0.4858
250,0.1214,0.1638,0.1984,0.2324,0.2519,0.3088,0.329,0.3579
251,0.1266,0.2088,0.2463,0.2857,0.3152,0.4105,0.3721,0.3605
252,0.0729,0.087,0.0958,0.1386,0.1677,0.1873,0.2101,0.2443
253,0.1755,0.2587,0.2722,0.3012,0.3191,0.3862,0.3518,0.3455
254,0.1025,0.1508,0.1606,0.2007,0.2303,0.2901,0.3082,0.3452
255,0.1844,0.2277,0.2063,0.2224,0.2317,0.2395,0.2304,0.2378
256,0.0163,0.0684,0.0562,0.0624,0.0656,0.0474,0.0644,0.1116
257,0.1353,0.1671,0.1524,0.177,0.1897,0.2511,0.2514,0.2564
258,0.0343,0.0798,0.0656,0.0662,0.0494,-0.0095,0.0059,0.0499
259,0.1225,0.1251,0.1176,0.133,0.1428,0.2079,0.2048,0.2044
260,-0.1375,-0.0772,-0.0576,-0.022,-0.0261,0.0028,0.0045,0.029
261,0.0636,0.0428,0.0288,0.0239,0.0428,0.0685,0.0671,0.0794
262,-0.0712,-0.0461,-0.0399,-0.0157,-0.0468,-0.1169,-0.1351,-0.1339
263,0.0297,0.0036,-0.0256,-0.0543,-0.0398,-0.0815,-0.0821,-0.0687
264,-0.2153,-0.2239,-0.2183,-0.2031,-0.2406,-0.3352,-0.3311,-0.3193
265,0.0214,0.0013,-0.0146,-0.038,-0.02,-0.0432,-0.0451,-0.0355
266,-0.2642,-0.2614,-0.2381,-0.2249,-0.2522,-0.2883,-0.2825,-0.2724
267,-0.0997,-0.1413,-0.1619,-0.1839,-0.1792,-0.2214,-0.2129,-0.1942
268,-0.1794,-0.1823,-0.172,-0.1756,-0.2195,-0.3196,-0.3458,-0.3558
269,0.0112,-0.0586,-0.1008,-0.1457,-0.1739,-0.308,-0.2772,-0.2448
270,-0.1947,-0.2172,-0.2161,-0.2228,-0.2498,-0.3588,-0.392,-0.4055
271,-0.0643,-0.1271,-0.1796,-0.234,-0.2827,-0.4713,-0.4374,-0.3991
272,-0.1984,-0.1907,-0.1674,-0.1711,-0.1786,-0.1865,-0.2178,-0.2257
273,0.0332,0.0048,-0.0363,-0.057,-0.0914,-0.2196,-0.1968,-0.1636
274,0.0339,0.0702,0.0971,0.1081,0.1141,0.1853,0.1682,0.1701
275,0.0125,0.0218,0.039,0.0504,0.059,0.1331,0.1647,0.2027
276,-0.0035,0.0456,0.0601,0.0569,0.0622,0.1427,0.1439,0.131
277,0.0251,0.0516,0.1105,0.1795,0.2231,0.4713,0.5211,0.5698
278,-0.0106,0.0479,0.0826,0.1178,0.163,0.3792,0.4249,0.4582
279,-0.0279,-0.0575,-0.0861,-0.0998,-0.117,-0.2346,-0.2511,-0.262
280,-0.0288,-0.0288,-0.0288,-0.0288,-0.0288,-0.0288,-0.0288,-0.0288
281,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375
282,0.0673,0.0673,0.0673,0.0673,0.0673,0.0673,0.0673,0.0673
283,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127
284,0.0592,0.0361,0.0249,0.0253,0.0193,-0.0136,-0.0286,-0.0195
285,0.0051,0.0274,0.0621,0.0947,0.0974,0.2142,0.2381,0.2321
286,0.0339,0.0557,0.0663,0.0875,0.1122,0.1963,0.1906,0.1961
287,0.0796,0.1214,0.1496,0.1771,0.2088,0.3583,0.3805,0.3962
288,-0.0026,0.0062,0.0098,0.0218,0.0318,0.0896,0.0945,0.1129
289,-0.0003,0.0161,0.0443,0.0408,0.0394,0.0483,0.0369,0.0134
290,0.1282,0.1176,0.0783,0.0476,0.0334,-0.0811,-0.1083,-0.1185
291,0.048,0.1007,0.1355,0.1448,0.1488,0.2213,0.2137,0.2012
292,0.2218,0.2449,0.2366,0.2409,0.2593,0.3174,0.3201,0.3456
293,0.1131,0.1654,0.2102,0.223,0.2264,0.2795,0.2554,0.2222
294,0.1144,0.164,0.1908,0.2162,0.2476,0.3995,0.3826,0.3916
295,0.1894,0.2555,0.3118,0.3302,0.3379,0.4051,0.3875,0.3554
296,0.1357,0.1934,0.2364,0.2796,0.3195,0.5025,0.4748,0.4682
297,0.3089,0.3682,0.4058,0.4064,0.4059,0.3996,0.3842,0.3569
298,0.175,0.2327,0.2722,0.3044,0.3276,0.4473,0.4213,0.4059
299,0.3119,0.3751,0.4128,0.4285,0.4528,0.4823,0.4677,0.4536
300,0.2896,0.3488,0.3898,0.4204,0.4498,0.58,0.5815,0.5881
301,0.3189,0.3831,0.4189,0.4344,0.4525,0.4603,0.4213,0.3931
302,0.2415,0.3055,0.3419,0.3738,0.3978,0.5137,0.5233,0.5314
303,0.2908,0.37,0.4264,0.4604,0.4941,0.5845,0.5497,0.5278
304,0.2412,0.2798,0.3164,0.3631,0.3953,0.5018,0.5252,0.5462
305,0.2287,0.3241,0.3872,0.4252,0.4601,0.5845,0.5447,0.5193
306,0.2133,0.2427,0.267,0.3289,0.3599,0.4576,0.4707,0.4986
307,0.2019,0.2893,0.3482,0.3894,0.4272,0.5706,0.5434,0.5242
308,0.2565,0.2528,0.2361,0.2896,0.3178,0.3383,0.3429,0.3787
309,0.0743,0.1502,0.1968,0.2254,0.2428,0.3183,0.2857,0.2622
310,0.1736,0.1626,0.131,0.185,0.2302,0.2476,0.2435,0.2802
311,0.067,0.1243,0.1604,0.1823,0.1851,0.2478,0.2371,0.2308
312,0.0937,0.1076,0.1166,0.1782,0.2351,0.3631,0.3585,0.3965
313,0.085,0.0991,0.1135,0.1282,0.1184,0.1323,0.1292,0.1296
